priority,relationship,company_name,company_number,avatar,avatar_reason,trade_or_sic,region,incorporated,accounts_filing_category,registered_address,postcode,companies_house_url,source,notes
1 — WARM (contact first),warm — existing KEYIS supply chain,Teepee Material Handling,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Materials,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Tensor,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Terra Firma Surfacing Contractors Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Road Surfacing,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Thompson AVC,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Titanium Scaffolding,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Scaffolding,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Tonetec,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Security Only,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Total Security Protection,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,TouchStar ATC Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Security Only,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Tritech Electrical Contractors Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,UK Fire Protection,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,URMSON LLP,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Commissioning,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,USSG Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Universal Fire Protection,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,VL,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Vantage Solutions Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Crane Hire & Lifting,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,W3Datacom Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,WB Power Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,UPS & Generators,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,WMB Mechanical Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Mechanical / Installation,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,WTM Insulation Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Road Surfacing,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,WW Mechanical Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Wagner UK Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Walker Fire (UK) Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Wards of York,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Catering Installation,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Watermatic Fire Sprinklers,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Watt Engery Saver Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Wetherby Electrical Contractors Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Wysepower Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,ZEST,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Zone Systems Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
